split,held_out,model,subset,fit_predict_seconds,n_test,rmse,mae,r2,pearson,spearman
lodo_003,SUNITINIB,median,central_abs_le_100,0.002386808395385742,7555,7.0677069589889125,4.546369291859696,-0.0008364220734229377,,
lodo_003,SUNITINIB,median,exactly_one_unseen,0.002386808395385742,7555,7.0677069589889125,4.546369291859696,-0.0008364220734229377,,
lodo_003,SUNITINIB,ridge,all,0.13330602645874023,7555,388.9834558205283,388.62950249464126,-3030.5748354077023,-0.0080048557318547,0.008434147260493538
lodo_003,SUNITINIB,ridge,central_abs_le_100,0.13330602645874023,7555,388.9834558205283,388.62950249464126,-3030.5748354077023,-0.0080048557318547,0.008434147260493538
lodo_003,SUNITINIB,ridge,exactly_one_unseen,0.13330602645874023,7555,388.9834558205283,388.62950249464126,-3030.5748354077023,-0.0080048557318547,0.008434147260493538
lodo_003,SUNITINIB,random_forest,all,0.46324586868286133,7555,47.82057439649076,47.235152579065975,-44.81794529062214,0.18538846285597316,0.13338058061698838
lodo_003,SUNITINIB,random_forest,central_abs_le_100,0.46324586868286133,7555,47.82057439649076,47.235152579065975,-44.81794529062214,0.18538846285597316,0.13338058061698838
lodo_003,SUNITINIB,random_forest,exactly_one_unseen,0.46324586868286133,7555,47.82057439649076,47.235152579065975,-44.81794529062214,0.18538846285597316,0.13338058061698838
lodo_003,SUNITINIB,extra_trees,all,0.32868504524230957,7555,51.06455672832569,50.47301358588897,-51.24505194116868,0.10285750938119247,0.1391368694713766
lodo_003,SUNITINIB,extra_trees,central_abs_le_100,0.32868504524230957,7555,51.06455672832569,50.47301358588897,-51.24505194116868,0.10285750938119247,0.1391368694713766
lodo_003,SUNITINIB,extra_trees,exactly_one_unseen,0.32868504524230957,7555,51.06455672832569,50.47301358588897,-51.24505194116868,0.10285750938119247,0.1391368694713766
lodo_003,SUNITINIB,xgboost,all,0.3134441375732422,7555,12.162749120085715,10.383869318455027,-1.9639408338402151,0.03500565637557465,0.01924784568012326
lodo_003,SUNITINIB,xgboost,central_abs_le_100,0.3134441375732422,7555,12.162749120085715,10.383869318455027,-1.9639408338402151,0.03500565637557465,0.01924784568012326
lodo_003,SUNITINIB,xgboost,exactly_one_unseen,0.3134441375732422,7555,12.162749120085715,10.383869318455027,-1.9639408338402151,0.03500565637557465,0.01924784568012326
lodo_003,SUNITINIB,ridge_clip_train,all,0.14513707160949707,7555,6.206109565710329,4.16488219045053,0.2283063799049423,0.4977235553723286,0.33939775262444855
lodo_003,SUNITINIB,ridge_clip_train,central_abs_le_100,0.14513707160949707,7555,6.206109565710329,4.16488219045053,0.2283063799049423,0.4977235553723286,0.33939775262444855
lodo_003,SUNITINIB,ridge_clip_train,exactly_one_unseen,0.14513707160949707,7555,6.206109565710329,4.16488219045053,0.2283063799049423,0.4977235553723286,0.33939775262444855
lodo_003,SUNITINIB,xgboost_clip_train,all,0.31250905990600586,7555,6.410120510059542,4.314809689526648,0.176737333673339,0.4317890508953855,0.2525716611679891
lodo_003,SUNITINIB,xgboost_clip_train,central_abs_le_100,0.31250905990600586,7555,6.410120510059542,4.314809689526648,0.176737333673339,0.4317890508953855,0.2525716611679891
lodo_003,SUNITINIB,xgboost_clip_train,exactly_one_unseen,0.31250905990600586,7555,6.410120510059542,4.314809689526648,0.176737333673339,0.4317890508953855,0.2525716611679891
lodo_004,ZOLINZA,mean,all,0.00033211708068847656,7535,69.68868718960283,69.4617616510743,-152.8000866842569,,
lodo_004,ZOLINZA,mean,central_abs_le_100,0.00033211708068847656,7535,69.68868718960283,69.4617616510743,-152.8000866842569,,
lodo_004,ZOLINZA,mean,exactly_one_unseen,0.00033211708068847656,7535,69.68868718960283,69.4617616510743,-152.8000866842569,,
lodo_004,ZOLINZA,median,all,0.0034477710723876953,7535,5.65058428280888,3.8994104180491043,-0.011157314959680642,,
lodo_004,ZOLINZA,median,central_abs_le_100,0.0034477710723876953,7535,5.65058428280888,3.8994104180491043,-0.011157314959680642,,
lodo_004,ZOLINZA,median,exactly_one_unseen,0.0034477710723876953,7535,5.65058428280888,3.8994104180491043,-0.011157314959680642,,
lodo_004,ZOLINZA,ridge,all,0.13669824600219727,7535,402.1616700265868,389.5440428499585,-5120.9267719890095,0.0061137945935292835,0.013993673103182155
lodo_004,ZOLINZA,ridge,central_abs_le_100,0.13669824600219727,7535,402.1616700265868,389.5440428499585,-5120.9267719890095,0.0061137945935292835,0.013993673103182155
lodo_004,ZOLINZA,ridge,exactly_one_unseen,0.13669824600219727,7535,402.1616700265868,389.5440428499585,-5120.9267719890095,0.0061137945935292835,0.013993673103182155
lodo_004,ZOLINZA,random_forest,all,0.4481070041656494,7535,61.73942080813188,56.283352118954085,-119.71385395979648,0.031526212322508525,0.12314350998414735
lodo_004,ZOLINZA,random_forest,central_abs_le_100,0.4481070041656494,7535,61.73942080813188,56.283352118954085,-119.71385395979648,0.031526212322508525,0.12314350998414735
lodo_004,ZOLINZA,random_forest,exactly_one_unseen,0.4481070041656494,7535,61.73942080813188,56.283352118954085,-119.71385395979648,0.031526212322508525,0.12314350998414735
lodo_004,ZOLINZA,extra_trees,all,0.380612850189209,7535,58.393568549752956,53.017399490821994,-106.98465549220519,0.013409516493480593,0.07089785355330594
lodo_004,ZOLINZA,extra_trees,central_abs_le_100,0.380612850189209,7535,58.393568549752956,53.017399490821994,-106.98465549220519,0.013409516493480593,0.07089785355330594
lodo_004,ZOLINZA,extra_trees,exactly_one_unseen,0.380612850189209,7535,58.393568549752956,53.017399490821994,-106.98465549220519,0.013409516493480593,0.07089785355330594
lodo_004,ZOLINZA,xgboost,all,0.31658196449279785,7535,34.86841954344233,11.662082961533919,-37.50317466338066,-0.0024265714503921574,-0.004589477325039925
lodo_004,ZOLINZA,xgboost,central_abs_le_100,0.31658196449279785,7535,34.86841954344233,11.662082961533919,-37.50317466338066,-0.0024265714503921574,-0.004589477325039925
lodo_004,ZOLINZA,xgboost,exactly_one_unseen,0.31658196449279785,7535,34.86841954344233,11.662082961533919,-37.50317466338066,-0.0024265714503921574,-0.004589477325039925
lodo_004,ZOLINZA,ridge_clip_train,all,0.14566588401794434,7535,5.952339054756767,4.231554314084179,-0.1220374084023137,0.16638596704517197,0.1295866319170779
lodo_004,ZOLINZA,ridge_clip_train,central_abs_le_100,0.14566588401794434,7535,5.952339054756767,4.231554314084179,-0.1220374084023137,0.16638596704517197,0.1295866319170779
lodo_004,ZOLINZA,ridge_clip_train,exactly_one_unseen,0.14566588401794434,7535,5.952339054756767,4.231554314084179,-0.1220374084023137,0.16638596704517197,0.1295866319170779
lodo_004,ZOLINZA,xgboost_clip_train,all,0.3309171199798584,7535,5.943875825106619,4.184975663271914,-0.1188489780148323,0.09769472322629563,0.05374108617026156
lodo_004,ZOLINZA,xgboost_clip_train,central_abs_le_100,0.3309171199798584,7535,5.943875825106619,4.184975663271914,-0.1188489780148323,0.09769472322629563,0.05374108617026156
lodo_004,ZOLINZA,xgboost_clip_train,exactly_one_unseen,0.3309171199798584,7535,5.943875825106619,4.184975663271914,-0.1188489780148323,0.09769472322629563,0.05374108617026156
lodo_005,DASATINIB,mean,all,0.0005431175231933594,7426,68.48141142079422,68.23087842768082,-135.92190122885447,,
lodo_005,DASATINIB,mean,central_abs_le_100,0.0005431175231933594,7426,68.48141142079422,68.23087842768082,-135.92190122885447,,
lodo_005,DASATINIB,mean,exactly_one_unseen,0.0005431175231933594,7426,68.48141142079422,68.23087842768082,-135.92190122885447,,
lodo_005,DASATINIB,median,all,0.0022890567779541016,7426,6.123933516018661,4.19438590762187,-0.09493528108083238,,
lodo_005,DASATINIB,median,central_abs_le_100,0.0022890567779541016,7426,6.123933516018661,4.19438590762187,-0.09493528108083238,,
lodo_005,DASATINIB,median,exactly_one_unseen,0.0022890567779541016,7426,6.123933516018661,4.19438590762187,-0.09493528108083238,,
lodo_005,DASATINIB,ridge,all,0.1308300495147705,7426,413.9082562719541,388.4770699407058,-5000.907940513552,0.011558583154964257,0.03279156543659216
lodo_005,DASATINIB,ridge,central_abs_le_100,0.1308300495147705,7426,413.9082562719541,388.4770699407058,-5000.907940513552,0.011558583154964257,0.03279156543659216
lodo_005,DASATINIB,ridge,exactly_one_unseen,0.1308300495147705,7426,413.9082562719541,388.4770699407058,-5000.907940513552,0.011558583154964257,0.03279156543659216
lodo_005,DASATINIB,random_forest,all,0.4534730911254883,7426,60.251002628653616,48.83273977027613,-104.98784750458974,0.016711844123866185,0.03644967410301483
lodo_005,DASATINIB,random_forest,central_abs_le_100,0.4534730911254883,7426,60.251002628653616,48.83273977027613,-104.98784750458974,0.016711844123866185,0.03644967410301483
lodo_005,DASATINIB,random_forest,exactly_one_unseen,0.4534730911254883,7426,60.251002628653616,48.83273977027613,-104.98784750458974,0.016711844123866185,0.03644967410301483
lodo_005,DASATINIB,extra_trees,all,0.34180593490600586,7426,59.343426844302215,47.48862434674237,-101.81885387230754,0.029364687192855128,0.0798149786340043
lodo_005,DASATINIB,extra_trees,central_abs_le_100,0.34180593490600586,7426,59.343426844302215,47.48862434674237,-101.81885387230754,0.029364687192855128,0.0798149786340043
lodo_005,DASATINIB,extra_trees,exactly_one_unseen,0.34180593490600586,7426,59.343426844302215,47.48862434674237,-101.81885387230754,0.029364687192855128,0.0798149786340043
lodo_005,DASATINIB,xgboost,all,0.32016706466674805,7426,48.615469009670946,11.566881506001632,-68.00435095288935,0.01197283826852134,0.016509258830861056
lodo_005,DASATINIB,xgboost,central_abs_le_100,0.32016706466674805,7426,48.615469009670946,11.566881506001632,-68.00435095288935,0.01197283826852134,0.016509258830861056
lodo_005,DASATINIB,xgboost,exactly_one_unseen,0.32016706466674805,7426,48.615469009670946,11.566881506001632,-68.00435095288935,0.01197283826852134,0.016509258830861056
lodo_005,DASATINIB,ridge_clip_train,all,0.14940381050109863,7426,5.9781020649150864,4.0931412947540755,-0.043408010507107964,0.2403153997715467,0.2426765885722841
lodo_005,DASATINIB,ridge_clip_train,central_abs_le_100,0.14940381050109863,7426,5.9781020649150864,4.0931412947540755,-0.043408010507107964,0.2403153997715467,0.2426765885722841
lodo_005,DASATINIB,ridge_clip_train,exactly_one_unseen,0.14940381050109863,7426,5.9781020649150864,4.0931412947540755,-0.043408010507107964,0.2403153997715467,0.2426765885722841
lodo_005,DASATINIB,xgboost_clip_train,all,0.35634374618530273,7426,6.022218986544496,4.096332030394262,-0.058865023837748165,0.040516677187197064,0.1251476001736296
lodo_005,DASATINIB,xgboost_clip_train,central_abs_le_100,0.35634374618530273,7426,6.022218986544496,4.096332030394262,-0.058865023837748165,0.040516677187197064,0.1251476001736296
lodo_005,DASATINIB,xgboost_clip_train,exactly_one_unseen,0.35634374618530273,7426,6.022218986544496,4.096332030394262,-0.058865023837748165,0.040516677187197064,0.1251476001736296
lodo_006,LAPATINIB,mean,all,0.00035309791564941406,7246,68.76186173146787,68.52950275560151,-147.21514338048965,,
lodo_006,LAPATINIB,mean,central_abs_le_100,0.00035309791564941406,7246,68.76186173146787,68.52950275560151,-147.21514338048965,,
lodo_006,LAPATINIB,mean,exactly_one_unseen,0.00035309791564941406,7246,68.76186173146787,68.52950275560151,-147.21514338048965,,
lodo_006,LAPATINIB,median,all,0.0022280216217041016,7246,5.83615847309586,4.108146839635661,-0.0677054933342991,,
lodo_006,LAPATINIB,median,central_abs_le_100,0.0022280216217041016,7246,5.83615847309586,4.108146839635661,-0.0677054933342991,,
lodo_006,LAPATINIB,median,exactly_one_unseen,0.0022280216217041016,7246,5.83615847309586,4.108146839635661,-0.0677054933342991,,
lodo_006,LAPATINIB,ridge,all,0.13146209716796875,7246,400.2401571773977,387.54839253289583,-5020.559880528981,-0.010876637393710784,0.07464078474853716
lodo_006,LAPATINIB,ridge,central_abs_le_100,0.13146209716796875,7246,400.2401571773977,387.54839253289583,-5020.559880528981,-0.010876637393710784,0.07464078474853716
lodo_006,LAPATINIB,ridge,exactly_one_unseen,0.13146209716796875,7246,400.2401571773977,387.54839253289583,-5020.559880528981,-0.010876637393710784,0.07464078474853716
lodo_006,LAPATINIB,random_forest,all,0.4673159122467041,7246,61.89335289289565,55.03535284874081,-119.08405506531992,0.003844762813355033,0.1129419219721284
lodo_006,LAPATINIB,random_forest,central_abs_le_100,0.4673159122467041,7246,61.89335289289565,55.03535284874081,-119.08405506531992,0.003844762813355033,0.1129419219721284
lodo_006,LAPATINIB,random_forest,exactly_one_unseen,0.4673159122467041,7246,61.89335289289565,55.03535284874081,-119.08405506531992,0.003844762813355033,0.1129419219721284
lodo_006,LAPATINIB,extra_trees,all,0.35038304328918457,7246,58.22976189334799,46.43570383575176,-105.28876319635346,-0.0016080078518525397,0.10492607578810793
lodo_006,LAPATINIB,extra_trees,central_abs_le_100,0.35038304328918457,7246,58.22976189334799,46.43570383575176,-105.28876319635346,-0.0016080078518525397,0.10492607578810793
lodo_006,LAPATINIB,extra_trees,exactly_one_unseen,0.35038304328918457,7246,58.22976189334799,46.43570383575176,-105.28876319635346,-0.0016080078518525397,0.10492607578810793
lodo_006,LAPATINIB,xgboost,all,0.32295799255371094,7246,48.516419572924114,12.968106923136235,-72.78614338041999,-0.013499235425140168,-0.01988485388227583
lodo_006,LAPATINIB,xgboost,central_abs_le_100,0.32295799255371094,7246,48.516419572924114,12.968106923136235,-72.78614338041999,-0.013499235425140168,-0.01988485388227583
